,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,sum_stats,lower_name,name,estimated_value,log_value,cluster,tsne_1,tsne_2,closest_0,closest_1,closest_2,closest_3,closest_4,closest_5,closest_6,closest_7,closest_8,closest_9,index_tracker
35,Jack Grealish,https://fminside.net/players/3-fm-23/28067800-jack-grealish,Man City,England,26.0,"MR, ML, AMR, AML, AMCML, AML, AMC",Right,175 CM,82 KG,28067800.0,"€ 313,200 pw",2027-06-30,13.0,15.0,17.0,13.0,15.0,11.0,11.0,13.0,3.0,6.0,14.0,12.0,9.0,15.0,11.0,13.0,14.0,14.0,12.0,13.0,14.0,16.0,12.0,13.0,11.0,14.0,16.0,15.0,15.0,15.0,14.0,7.0,15.0,15.0,14.0,14.0,464.0,jack-grealish,jack-grealish,15402404.0828589,16.550034164476624,15.0,3.2051368,-14.631878,christopher-nkunku,bukayo-saka,stephan-el-shaarawy,rafinha,phil-foden,jamal-musiala,dudu,raphinha,adrian-embarba,emiliano-buendia,35
36,Reece James,https://fminside.net/players/3-fm-23/28108035-reece-james,Chelsea FC,England,22.0,"DR, DC, DM, WBRDR, WBR",Right,179 CM,91 KG,28108035.0,"€ 290,000 pw",2028-06-30,13.0,16.0,11.0,12.0,14.0,14.0,14.0,11.0,9.0,13.0,13.0,7.0,14.0,15.0,16.0,14.0,18.0,16.0,14.0,16.0,17.0,12.0,13.0,12.0,13.0,15.0,11.0,16.0,15.0,12.0,19.0,10.0,15.0,14.0,15.0,18.0,497.0,reece-james,reece-james,48037496.51826419,17.687492441375696,16.0,6.4272127,19.6361,giovanni-di-lorenzo,francis-coquelin,nico-schlotterbeck,yangel-herrera,weston-mckennie,renato-tapia,marko-grujic,ben-davies,nacho,lisandro-martinez,36
37,Toni Kroos,https://fminside.net/players/3-fm-23/156772-toni-kroos,Real Madrid,Germany,32.0,"DM, MCMC",Right,183 CM,76 KG,156772.0,"€ 500,035,600","€ 359,610 pw",19.0,18.0,14.0,13.0,18.0,14.0,7.0,17.0,8.0,8.0,20.0,13.0,9.0,16.0,9.0,17.0,9.0,18.0,14.0,17.0,10.0,11.0,12.0,15.0,13.0,16.0,18.0,10.0,11.0,10.0,12.0,10.0,12.0,11.0,12.0,13.0,474.0,toni-kroos,toni-kroos,6133585.169937714,15.629289993384084,9.0,-7.186811,-15.021928,marco-reus,arthur,kevin-de-bruyne,dani-olmo,martin-odegaard,luka-modric,jorginho,sergio-canales,frenkie-de-jong,marco-verratti,37
38,Kai Havertz,https://fminside.net/players/3-fm-23/91151081-kai-havertz,Chelsea FC,Germany,23.0,"AMC, STAMC, ST",Left,191 CM,84 KG,91151081.0,"€ 174,000 pw",2025-06-30,11.0,12.0,14.0,15.0,18.0,11.0,13.0,11.0,8.0,7.0,14.0,12.0,10.0,17.0,11.0,15.0,11.0,17.0,10.0,16.0,10.0,15.0,7.0,17.0,10.0,15.0,17.0,13.0,13.0,13.0,13.0,14.0,16.0,17.0,15.0,13.0,471.0,kai-havertz,kai-havertz,46835723.31939402,17.662156788498724,2.0,4.087463,-7.4377747,roberto-firmino,baptiste-santamaria,robin-gosens,federico-valverde,matteo-pessina,seko-fofana,florian-grillitsch,boubakary-soumare,charles-de-ketelaere,ederson,38
39,Marco Verratti,https://fminside.net/players/3-fm-23/43026579-marco-verratti,Paris Saint-Germain,Italy,29.0,"DM, MCDM, MC",Right,165 CM,60 KG,43026579.0,"€ 276,180 pw",2026-06-30,14.0,17.0,16.0,10.0,18.0,13.0,6.0,13.0,6.0,12.0,18.0,15.0,15.0,17.0,14.0,17.0,16.0,18.0,14.0,15.0,14.0,18.0,12.0,14.0,13.0,17.0,18.0,13.0,12.0,16.0,16.0,6.0,12.0,12.0,12.0,9.0,498.0,marco-verratti,marco-verratti,17396698.009747043,16.67179097662147,9.0,-2.9144568,-9.054117,frenkie-de-jong,jorginho,luka-modric,bruno-guimaraes,thiago,ilkay-gundogan,martin-odegaard,sergio-canales,bernardo-silva,pedri,39
40,Casemiro,https://fminside.net/players/3-fm-23/19061518-casemiro,Manchester United,Brazil,30.0,"DM, MCDM, MC",Right,185 CM,84 KG,19061518.0,"€ 348,000 pw",2026-06-30,10.0,11.0,12.0,11.0,14.0,10.0,14.0,14.0,10.0,14.0,14.0,11.0,15.0,14.0,18.0,17.0,16.0,15.0,14.0,15.0,17.0,12.0,15.0,12.0,18.0,17.0,12.0,18.0,11.0,12.0,15.0,14.0,15.0,12.0,17.0,17.0,503.0,casemiro,casemiro,15714961.94075119,16.57012380636876,16.0,-13.93442,14.373937,fabinho,sergio-ramos,mikel-merino,aurelien-tchouameni,eder-militao,marcao,eduardo-camavinga,grischa-promel,franck-kessie,danilo-pereira,40
41,Marquinhos,https://fminside.net/players/3-fm-23/19163495-marquinhos,Paris Saint-Germain,Brazil,28.0,"DC, DMDC",Right,183 CM,75 KG,19163495.0,"€ 276,180 pw",2024-06-30,4.0,11.0,10.0,8.0,14.0,4.0,15.0,10.0,7.0,16.0,14.0,8.0,16.0,14.0,14.0,17.0,15.0,17.0,17.0,16.0,17.0,10.0,15.0,8.0,16.0,17.0,13.0,15.0,13.0,13.0,16.0,13.0,15.0,14.0,16.0,14.0,472.0,marquinhos,marquinhos,28515039.02552903,17.165942191168334,8.0,-15.887708,24.018278,virgil-van-dijk,tomas-soucek,william-carvalho,thiago-silva,benjamin-pavard,joao-palhinha,gerard-pique,sergio-busquets,axel-witsel,john-stones,41
42,Luis Díaz,https://fminside.net/players/3-fm-23/76049803-luis-diaz,Liverpool,Colombia,25.0,AMLAML,Right,180 CM,70 KG,76049803.0,"€ 104,400 pw",2027-06-30,10.0,12.0,17.0,15.0,18.0,10.0,13.0,13.0,4.0,8.0,14.0,6.0,7.0,18.0,13.0,13.0,13.0,14.0,13.0,13.0,15.0,19.0,4.0,15.0,9.0,13.0,14.0,14.0,17.0,17.0,14.0,10.0,15.0,16.0,13.0,10.0,459.0,luis-díaz,luis-diaz,32137446.37529695,17.285532461952695,15.0,13.242821,-14.436972,ruben-garcia,xavi-simons,jack-grealish,rafinha,dudu,nuno-santos,pepe,jamal-musiala,stephan-el-shaarawy,mahmoud-dahoud,42
43,Mason Mount,https://fminside.net/players/3-fm-23/28103590-mason-mount,Chelsea FC,England,23.0,"MC, AMR, AML, AMCAMC",Right,180 CM,73 KG,28103590.0,"€ 89,320 pw",2024-06-30,14.0,12.0,11.0,14.0,15.0,14.0,9.0,12.0,5.0,7.0,15.0,15.0,11.0,14.0,14.0,14.0,15.0,15.0,12.0,15.0,18.0,13.0,12.0,17.0,14.0,18.0,12.0,20.0,15.0,13.0,10.0,9.0,15.0,15.0,20.0,11.0,485.0,mason-mount,mason-mount,35225261.081561066,17.377274027547273,1.0,-12.548337,-4.5763454,mikel-oyarzabal,giacomo-bonaventura,maximilian-arnold,joshua-kimmich,ruben-neves,carlos-soler,james-ward-prowse,dani-parejo,koke,enzo-fernandez,43
44,Phil Foden,https://fminside.net/players/3-fm-23/28108494-phil-foden,Man City,England,22.0,"AMR, AML, AMCAML, AMC",Left,171 CM,64 KG,28108494.0,"€ 139,200 pw",2027-06-30,13.0,13.0,17.0,14.0,17.0,13.0,8.0,12.0,5.0,8.0,17.0,12.0,8.0,17.0,7.0,14.0,13.0,15.0,15.0,14.0,14.0,16.0,8.0,16.0,9.0,14.0,16.0,16.0,15.0,17.0,15.0,7.0,14.0,16.0,15.0,9.0,469.0,phil-foden,phil-foden,48833342.65173306,17.70392388857374,15.0,0.42531452,-12.4743395,bukayo-saka,christopher-nkunku,jack-grealish,stephan-el-shaarawy,adrian-embarba,rafinha,dudu,jamal-musiala,raphinha,emiliano-buendia,44
45,Frenkie de Jong,https://fminside.net/players/3-fm-23/37047745-frenkie-de-jong,FC Barcelona,Netherlands,25.0,"DC, DM, MCDM, MC",Right,181 CM,69 KG,37047745.0,"€ 463,999,990","€ 269,250 pw",9.0,11.0,16.0,10.0,17.0,13.0,10.0,8.0,6.0,10.0,16.0,11.0,12.0,16.0,7.0,17.0,11.0,16.0,15.0,16.0,15.0,15.0,11.0,15.0,14.0,17.0,18.0,14.0,14.0,16.0,13.0,10.0,13.0,13.0,13.0,10.0,468.0,frenkie-de-jong,frenkie-de-jong,23283063.229884192,16.963236754211053,9.0,-1.7825906,-10.306575,bruno-guimaraes,pedri,luka-modric,bernardo-silva,thiago,martin-odegaard,ilkay-gundogan,sergio-canales,marco-verratti,jorginho,45
46,Ronald Araujo,https://fminside.net/players/3-fm-23/78085068-ronald-araujo,FC Barcelona,Uruguay,23.0,DCDC,Right,188 CM,91 KG,78085068.0,"€ 1,000,000,000","€ 144,240 pw",5.0,7.0,11.0,11.0,13.0,8.0,17.0,11.0,7.0,17.0,12.0,13.0,17.0,12.0,16.0,15.0,18.0,15.0,16.0,14.0,17.0,8.0,16.0,7.0,15.0,15.0,11.0,16.0,12.0,12.0,12.0,16.0,14.0,16.0,15.0,16.0,473.0,ronald-araujo,ronald-araujo,29612994.45551416,17.203723824836636,10.0,-18.807228,25.898508,simon-kjaer,ruben-dias,dejan-lovren,jose-gimenez,gernot-trauner,nicolas-otamendi,matthijs-de-ligt,mohammed-salisu,gustavo-gomez,wout-faes,46
47,Rafael Leão,https://fminside.net/players/3-fm-23/83111483-rafael-leao,AC Milan,Portugal,23.0,"AML, STAML",Right,188 CM,81 KG,83111483.0,"€ 150,010,690","€ 34,430 pw",7.0,15.0,17.0,15.0,16.0,6.0,11.0,12.0,6.0,5.0,15.0,12.0,7.0,15.0,9.0,14.0,8.0,13.0,11.0,13.0,14.0,18.0,9.0,15.0,7.0,13.0,14.0,12.0,17.0,18.0,16.0,14.0,16.0,16.0,11.0,14.0,451.0,rafael-leão,rafael-leao,34763905.20456418,17.364090199708137,6.0,21.831173,-18.755447,rodrygo,inaki-williams,christian-kouame,ferran-torres,levi-garcia,dominic-solanke,callum-wilson,odsonne-edouard,federico-chiesa,gabriel-martinelli,47
48,Leon Goretzka,https://fminside.net/players/3-fm-23/91104807-leon-goretzka,FC Bayern,Germany,27.0,"DM, MC, AMCDM, MC",Right,189 CM,82 KG,91104807.0,"€ 268,510 pw",2026-06-30,5.0,9.0,12.0,13.0,15.0,6.0,16.0,15.0,6.0,12.0,15.0,11.0,15.0,15.0,14.0,17.0,16.0,16.0,14.0,15.0,18.0,12.0,14.0,18.0,13.0,17.0,15.0,18.0,12.0,11.0,15.0,16.0,12.0,15.0,17.0,17.0,497.0,leon-goretzka,leon-goretzka,48230337.5468218,17.691498790710728,8.0,-17.354807,12.424355,declan-rice,rodri,aymeric-laporte,ali-al-musrati,william-carvalho,john-stones,sergio-busquets,joao-palhinha,benjamin-pavard,gerard-pique,48
49,Victor Osimhen,https://fminside.net/players/3-fm-23/13158205-victor-osimhen,Napoli,Nigeria,23.0,STST,Right,185 CM,78 KG,13158205.0,"€ 100,007,120","€ 110,970 pw",4.0,8.0,13.0,16.0,14.0,7.0,16.0,12.0,4.0,4.0,12.0,13.0,7.0,14.0,15.0,15.0,12.0,14.0,13.0,13.0,14.0,14.0,10.0,19.0,5.0,12.0,11.0,13.0,17.0,15.0,14.0,15.0,14.0,19.0,13.0,15.0,446.0,victor-osimhen,victor-osimhen,38119939.47572339,17.45624804901878,6.0,26.963793,-9.886815,wilfried-zaha,levi-garcia,timo-werner,amine-gouiri,odsonne-edouard,raheem-sterling,richarlison,rafael-leao,christian-kouame,inaki-williams,49
50,Declan Rice,https://fminside.net/players/3-fm-23/28106491-declan-rice,West Ham,England,23.0,"DC, DM, MCDM, MC",Right,185 CM,80 KG,28106491.0,"€ 69,600 pw",2024-06-30,7.0,11.0,14.0,9.0,14.0,8.0,12.0,9.0,10.0,14.0,15.0,11.0,17.0,14.0,13.0,15.0,14.0,17.0,15.0,15.0,17.0,10.0,16.0,16.0,17.0,16.0,14.0,17.0,13.0,13.0,13.0,12.0,18.0,13.0,17.0,13.0,489.0,declan-rice,declan-rice,28255352.52091785,17.1567934673766,8.0,-17.319374,16.195604,john-stones,rodri,aymeric-laporte,william-carvalho,joao-palhinha,sergio-busquets,gerard-pique,benjamin-pavard,leon-goretzka,marquinhos,50
51,Raphaël Varane,https://fminside.net/players/3-fm-23/85075627-raphael-varane,Manchester United,France,29.0,DCDC,Right,191 CM,81 KG,85075627.0,"€ 406,000 pw",2025-06-30,4.0,6.0,10.0,6.0,13.0,8.0,16.0,6.0,10.0,17.0,14.0,10.0,16.0,14.0,11.0,16.0,13.0,13.0,15.0,13.0,12.0,11.0,12.0,6.0,17.0,14.0,9.0,12.0,16.0,14.0,11.0,17.0,16.0,16.0,15.0,15.0,444.0,raphaël-varane,raphael-varane,19901035.167487506,16.806282306808516,4.0,-16.968891,32.683014,jurrien-timber,pau-torres,andreas-christensen,jorge-cuenca,dayot-upamecano,william-saliba,nathan-ake,jason-denayer,davinson-sanchez,joel-matip,51
52,Kingsley Coman,https://fminside.net/players/3-fm-23/85104424-kingsley-coman,FC Bayern,France,26.0,"MR, ML, AMR, AMLAMR, AML",Right,179 CM,75 KG,85104424.0,"€ 287,690 pw",2027-06-30,11.0,12.0,17.0,12.0,15.0,10.0,9.0,13.0,4.0,8.0,13.0,10.0,8.0,16.0,13.0,13.0,12.0,12.0,12.0,12.0,14.0,17.0,11.0,14.0,8.0,12.0,14.0,12.0,19.0,17.0,13.0,9.0,13.0,17.0,12.0,10.0,444.0,kingsley-coman,kingsley-coman,14858720.206014415,16.51409747012745,3.0,12.554514,-21.745192,rafa,ez-abde,michael-olise,mikkel-damsgaard,leroy-sane,leandro-trossard,david-neres,florian-thauvin,ousmane-dembele,yannick-carrasco,52
53,Ousmane Dembélé,https://fminside.net/players/3-fm-23/85140178-ousmane-dembele,FC Barcelona,France,25.0,"MR, ML, AMR, AMLAMR, AML",Both,178 CM,67 KG,85140178.0,"€ 50,003,560","€ 230,780 pw",13.0,17.0,19.0,12.0,14.0,10.0,7.0,13.0,6.0,4.0,12.0,11.0,6.0,17.0,9.0,11.0,11.0,9.0,8.0,8.0,13.0,18.0,8.0,14.0,5.0,7.0,15.0,11.0,18.0,18.0,11.0,9.0,12.0,18.0,12.0,10.0,416.0,ousmane-dembélé,ousmane-dembele,5639046.94648886,15.545225628076327,3.0,15.746547,-28.753635,rafa,michael-olise,mikkel-damsgaard,david-neres,ez-abde,kingsley-coman,leandro-trossard,matheus-cunha,yannick-carrasco,florian-thauvin,53
54,Paulo Dybala,https://fminside.net/players/3-fm-23/14044150-paulo-dybala,AS Roma,Argentina,28.0,"AMR, AMC, STAMC, ST",Left,177 CM,79 KG,14044150.0,"€ 160,200 pw",2025-06-30,15.0,15.0,18.0,16.0,18.0,17.0,11.0,17.0,4.0,4.0,17.0,16.0,4.0,19.0,9.0,16.0,9.0,12.0,11.0,14.0,13.0,17.0,11.0,14.0,4.0,14.0,17.0,12.0,14.0,18.0,18.0,7.0,10.0,13.0,12.0,12.0,468.0,paulo-dybala,paulo-dybala,18086970.21546864,16.71070235940134,12.0,-2.5999079,-30.35445,lionel-messi,angel-di-maria,kylian-mbappe,neymar,memphis-depay,joao-felix,antoine-griezmann,khvicha-kvaratskhelia,julian-brandt,marco-asensio,54
55,Lautaro Martínez,https://fminside.net/players/3-fm-23/14110660-lautaro-martinez,Internazionale,Argentina,24.0,STST,Right,174 CM,79 KG,14110660.0,"€ 213,670 pw",2026-06-30,4.0,8.0,14.0,15.0,16.0,8.0,16.0,14.0,4.0,5.0,12.0,15.0,8.0,16.0,18.0,15.0,18.0,13.0,12.0,13.0,19.0,16.0,12.0,16.0,7.0,15.0,12.0,18.0,16.0,17.0,14.0,11.0,16.0,17.0,15.0,13.0,478.0,lautaro-martínez,lautaro-martinez,51309094.09948598,17.75337856732448,14.0,23.383865,-4.7228303,mehdi-taremi,ivan-toney,sadio-mane,gabriel-jesus,darwin-nunez,alvaro-morata,gerard-moreno,edin-dzeko,edinson-cavani,dusan-vlahovic,55
56,David Alaba,https://fminside.net/players/3-fm-23/16010162-david-alaba,Real Madrid,Austria,30.0,"DL, DC, WBL, MCDL, DC",Left,180 CM,78 KG,16010162.0,"€ 850,060,520","€ 419,610 pw",12.0,11.0,12.0,10.0,15.0,15.0,13.0,14.0,13.0,14.0,16.0,14.0,13.0,15.0,13.0,15.0,12.0,16.0,14.0,15.0,16.0,12.0,15.0,14.0,15.0,15.0,13.0,14.0,15.0,12.0,14.0,12.0,18.0,15.0,15.0,13.0,500.0,david-alaba,david-alaba,23779153.41650825,16.98431984794173,1.0,6.375538,-1.9809678,sandro-tonali,granit-xhaka,teun-koopmeiners,harry-kane,danilo-cataldi,hans-vanaken,pascal-gross,koke,luis-suarez,enzo-fernandez,56
57,Yannick Carrasco,https://fminside.net/players/3-fm-23/18027198-yannick-carrasco,Atlético Madrid,Belgium,28.0,"WBL, MR, ML, AMR, AMLWBL, ML, AML",Right,180 CM,71 KG,18027198.0,"€ 20,001,420","€ 165,010 pw",14.0,13.0,17.0,13.0,14.0,15.0,8.0,13.0,6.0,4.0,13.0,15.0,4.0,17.0,11.0,12.0,10.0,14.0,12.0,13.0,15.0,16.0,9.0,16.0,7.0,10.0,15.0,12.0,16.0,14.0,13.0,10.0,12.0,17.0,13.0,11.0,444.0,yannick-carrasco,yannick-carrasco,8337700.564927258,15.93629802468007,3.0,6.6866546,-26.824657,mikkel-damsgaard,leandro-trossard,matheus-cunha,leroy-sane,ez-abde,callum-hudson-odoi,hirving-lozano,michael-olise,rafa,david-neres,57
58,Mateo Kovacic,https://fminside.net/players/3-fm-23/24016925-mateo-kovacic,Chelsea FC,Croatia,28.0,"DM, MC, AMCDM, MC",Right,176 CM,82 KG,24016925.0,"€ 174,000 pw",2024-06-30,10.0,10.0,17.0,8.0,17.0,12.0,10.0,10.0,7.0,12.0,15.0,12.0,15.0,17.0,14.0,16.0,14.0,18.0,11.0,14.0,17.0,16.0,11.0,13.0,12.0,15.0,15.0,17.0,15.0,14.0,16.0,9.0,12.0,14.0,15.0,15.0,485.0,mateo-kovacic,mateo-kovacic,34657395.65566871,17.361021699661396,5.0,-1.2631919,-6.382745,fred,otavio,nicolo-barella,georginio-wijnaldum,ismael-bennacer,naby-keita,stanislav-lobotka,konrad-laimer,lucas-torreira,sergi-darder,58
59,John Stones,https://fminside.net/players/3-fm-23/28060397-john-stones,Man City,England,28.0,DCDC,Right,188 CM,72 KG,28060397.0,"€ 232,000 pw",2026-06-30,5.0,8.0,13.0,8.0,14.0,5.0,14.0,5.0,8.0,13.0,16.0,12.0,16.0,15.0,13.0,15.0,16.0,17.0,15.0,14.0,13.0,12.0,13.0,14.0,16.0,16.0,14.0,17.0,14.0,13.0,12.0,16.0,16.0,15.0,16.0,15.0,474.0,john-stones,john-stones,31832687.214758627,17.276004219658287,8.0,-17.658575,16.868782,declan-rice,william-carvalho,aymeric-laporte,rodri,leon-goretzka,sergio-busquets,benjamin-pavard,joao-palhinha,gerard-pique,marquinhos,59
60,Jules Koundé,https://fminside.net/players/3-fm-23/48036304-jules-kounde,FC Barcelona,France,23.0,"DR, DC, WBRDC",Right,178 CM,70 KG,48036304.0,"€ 1,000,000,000","€ 182,700 pw",6.0,13.0,12.0,9.0,13.0,5.0,16.0,7.0,8.0,16.0,13.0,8.0,16.0,13.0,14.0,17.0,16.0,14.0,14.0,14.0,16.0,12.0,14.0,12.0,15.0,16.0,14.0,16.0,15.0,16.0,16.0,13.0,15.0,14.0,15.0,14.0,477.0,jules-koundé,jules-kounde,33571191.34654747,17.3291788567551,16.0,-14.911021,24.20912,nico-schlotterbeck,lucas-hernandez,nicolas-tagliafico,danilo-pereira,marko-grujic,ibrahim-sangare,grischa-promel,eder-militao,tyrone-mings,franck-kessie,60
61,Khvicha Kvaratskhelia,https://fminside.net/players/3-fm-23/59130638-khvicha-kvaratskhelia,Napoli,Georgia,21.0,AMLAML,Right,183 CM,70 KG,59130638.0,"€ 29,620 pw",2027-06-30,8.0,14.0,19.0,15.0,17.0,12.0,11.0,14.0,4.0,4.0,15.0,17.0,7.0,18.0,11.0,12.0,12.0,15.0,12.0,15.0,17.0,19.0,10.0,13.0,5.0,11.0,14.0,10.0,15.0,18.0,14.0,9.0,16.0,14.0,12.0,10.0,459.0,khvicha-kvaratskhelia,khvicha-kvaratskhelia,33022036.416042693,17.312685666754565,12.0,0.97626543,-32.51319,joao-felix,kylian-mbappe,lionel-messi,neymar,memphis-depay,angel-di-maria,paulo-dybala,lucas-zelarayan,renato-augusto,julian-brandt,61
62,Sergej Milinkovic-Savic,https://fminside.net/players/3-fm-23/62127037-sergej-milinkovic-savic,Lazio,Serbia,27.0,"MC, AMCMC",Right,191 CM,82 KG,62127037.0,"€ 114,050 pw",2024-06-30,4.0,6.0,14.0,16.0,16.0,15.0,17.0,15.0,4.0,7.0,16.0,13.0,12.0,16.0,14.0,14.0,17.0,12.0,10.0,13.0,16.0,18.0,14.0,17.0,11.0,16.0,15.0,14.0,11.0,12.0,17.0,17.0,20.0,12.0,17.0,17.0,495.0,sergej-milinkovic-savic,sergej-milinkovic-savic,29574769.261363164,17.202432165984703,14.0,29.301125,-1.9961342,dusan-vlahovic,mehdi-taremi,wout-weghorst,alvaro-morata,gerard-moreno,jonathan-calleri,romelu-lukaku,ciro-immobile,robert-lewandowski,erling-haaland,62
63,Thomas Partey,https://fminside.net/players/3-fm-23/67175052-thomas-partey,Arsenal,Ghana,29.0,"DM, MCDM, MC",Right,185 CM,80 KG,67175052.0,"€ 185,600 pw",2025-06-30,8.0,11.0,14.0,10.0,15.0,9.0,13.0,15.0,10.0,12.0,15.0,8.0,14.0,16.0,13.0,16.0,14.0,15.0,14.0,17.0,14.0,13.0,12.0,15.0,15.0,16.0,14.0,15.0,13.0,13.0,14.0,14.0,11.0,13.0,15.0,15.0,481.0,thomas-partey,thomas-partey,16504314.107480934,16.619132365755274,2.0,-16.975967,12.772427,yves-bissouma,uros-racic,adrien-rabiot,manuel-locatelli,fabian,matias-vecino,nicolas-ibanez,douglas-luiz,nemanja-maksimovic,paulinho,63
64,Pedri,https://fminside.net/players/3-fm-23/67293495-pedri,FC Barcelona,Spain,19.0,"MC, AMR, AML, AMCMC, AMC",Right,174 CM,65 KG,67293495.0,"€ 1,000,000,000","€ 172,610 pw",9.0,14.0,17.0,11.0,18.0,9.0,7.0,11.0,6.0,6.0,17.0,11.0,9.0,17.0,11.0,17.0,11.0,16.0,15.0,16.0,14.0,17.0,9.0,13.0,9.0,13.0,18.0,15.0,14.0,16.0,13.0,8.0,16.0,13.0,16.0,9.0,461.0,pedri,pedri,40749026.55407546,17.52294250912227,9.0,-0.24624367,-12.418797,martin-odegaard,frenkie-de-jong,sergio-canales,bernardo-silva,karim-benzema,thiago,marco-verratti,ilkay-gundogan,luka-modric,dani-olmo,64
65,Eder Militao,https://fminside.net/players/3-fm-23/19273276-eder-militao,Real Madrid,Brazil,24.0,DCDC,Right,186 CM,79 KG,19273276.0,"€ 250,017,800","€ 178,090 pw",9.0,10.0,12.0,8.0,12.0,14.0,15.0,11.0,10.0,16.0,13.0,13.0,15.0,12.0,15.0,16.0,16.0,13.0,12.0,13.0,15.0,10.0,16.0,12.0,15.0,14.0,11.0,15.0,15.0,15.0,15.0,15.0,18.0,15.0,16.0,16.0,488.0,eder-militao,eder-militao,29153490.512818992,17.188085206742016,16.0,-12.724885,17.160112,eduardo-camavinga,franck-kessie,grischa-promel,casemiro,aurelien-tchouameni,sergio-ramos,fabinho,danilo-pereira,marcao,mikel-merino,65
66,Bruno Guimarães,https://fminside.net/players/3-fm-23/19297055-bruno-guimaraes,Newcastle,Brazil,24.0,"DM, MCDM, MC",Right,182 CM,74 KG,19297055.0,"€ 185,600 pw",2026-06-30,11.0,12.0,16.0,13.0,17.0,12.0,11.0,12.0,5.0,13.0,18.0,11.0,14.0,16.0,12.0,15.0,15.0,17.0,15.0,15.0,14.0,14.0,12.0,14.0,15.0,15.0,17.0,16.0,12.0,13.0,12.0,12.0,14.0,13.0,14.0,13.0,490.0,bruno-guimarães,bruno-guimaraes,33464408.213574667,17.32599299061854,9.0,-2.2078447,-7.725939,marco-verratti,frenkie-de-jong,luka-modric,jorginho,thiago,martin-odegaard,ilkay-gundogan,karim-benzema,bernardo-silva,sergio-canales,66
67,Serge Gnabry,https://fminside.net/players/3-fm-23/28066083-serge-gnabry,FC Bayern,Germany,26.0,"MR, ML, AMR, AML, STAMR, AML, ST",Right,176 CM,77 KG,28066083.0,"€ 287,690 pw",2026-06-30,12.0,11.0,15.0,15.0,14.0,12.0,11.0,16.0,6.0,8.0,13.0,12.0,9.0,15.0,11.0,16.0,12.0,14.0,11.0,12.0,12.0,15.0,5.0,17.0,8.0,12.0,14.0,12.0,16.0,15.0,15.0,8.0,13.0,15.0,12.0,12.0,446.0,serge-gnabry,serge-gnabry,9483712.964542134,16.065086460477687,15.0,7.2968044,-24.448975,pedro-goncalves,robert-skov,henrikh-mkhitaryan,junior-messias,rafinha,xavi-simons,mahmoud-dahoud,andreas-pereira,jose-luis-morales,stephan-el-shaarawy,67
68,Nicolò Barella,https://fminside.net/players/3-fm-23/43139595-nicolo-barella,Internazionale,Italy,25.0,MCMC,Right,172 CM,68 KG,43139595.0,"€ 178,090 pw",2026-06-30,12.0,12.0,14.0,13.0,15.0,14.0,6.0,14.0,4.0,11.0,16.0,12.0,16.0,15.0,19.0,14.0,18.0,14.0,12.0,14.0,19.0,14.0,14.0,16.0,13.0,18.0,16.0,19.0,14.0,15.0,15.0,7.0,17.0,14.0,17.0,12.0,505.0,nicolò-barella,nicolo-barella,32188705.66334566,17.287126193188715,5.0,-2.930519,-1.1142832,otavio,mateo-kovacic,ismael-bennacer,lucas-torreira,stanislav-lobotka,naby-keita,konrad-laimer,georginio-wijnaldum,marc-cucurella,remo-freuler,68
69,Dejan Kulusevski,https://fminside.net/players/3-fm-23/43295814-dejan-kulusevski,Tottenham Hotspur,Sweden,22.0,"MR, AMR, AMCMR, AMR, AMC",Left,186 CM,79 KG,43295814.0,"€ 88,950 pw",2024-06-30,11.0,16.0,17.0,13.0,15.0,9.0,7.0,11.0,4.0,4.0,17.0,11.0,7.0,16.0,7.0,15.0,8.0,13.0,12.0,16.0,15.0,15.0,6.0,15.0,6.0,15.0,16.0,15.0,13.0,14.0,17.0,12.0,14.0,14.0,16.0,16.0,448.0,dejan-kulusevski,dejan-kulusevski,28763466.56672593,17.174616617862412,12.0,2.0515232,-20.33939,viktor-tsygankov,james-maddison,joao-mario,ricardo-horta,heung-min-son,pablo-sarabia,fabio-vieira,angel-correa,matteo-politano,hany-mukhtar,69
70,Milan Škriniar,https://fminside.net/players/3-fm-23/63013145-milan-kriniar,Internazionale,Slovakia,27.0,DCDC,Right,188 CM,82 KG,63013145.0,"€ 106,930 pw",2023-06-30,4.0,7.0,9.0,9.0,10.0,4.0,16.0,6.0,11.0,18.0,12.0,10.0,17.0,11.0,17.0,16.0,17.0,12.0,13.0,13.0,18.0,6.0,14.0,9.0,14.0,16.0,9.0,16.0,14.0,11.0,16.0,16.0,18.0,15.0,16.0,18.0,458.0,milan-škriniar,milan-skriniar,13484414.148366673,16.41704506892306,7.0,-8.699252,40.40802,chris-smalling,cristian-romero,kalidou-koulibaly,kurt-zouma,gabriel,kim-min-jae,fikayo-tomori,ibrahima-konate,karim-rekik,bremer,70
