,player_name,link,club,country,age,position,foot,height,weight,player_id,wages,contract_end,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength
78,Achraf Hakimi,https://fminside.net/players/3-fm-23/67228634-achraf-hakimi,Paris Saint-Germain,Morocco,23,"DR, WBR, MRDR, WBR",Right,181 CM,73 KG,67228634,"€ 199,080 pw",2026-06-30,7,15,13,14,14,12,8,13,12,10,14,8,13,14,14,13,12,12,10,12,15,14,8,18,10,12,13,14,18,14,14,9,17,20,14,11
79,Oleksandr Zinchenko,https://fminside.net/players/3-fm-23/71081391-oleksandr-zinchenko,Arsenal,Ukraine,25,"DL, DM, WBL, MCDL, WBL",Left,175 CM,61 KG,71081391,"€ 139,200 pw",2026-06-30,12,13,14,10,15,13,12,12,9,11,15,9,13,15,13,16,15,16,15,15,18,13,9,16,11,16,14,16,14,14,14,10,13,13,15,10
80,Riyad Mahrez,https://fminside.net/players/3-fm-23/85078058-riyad-mahrez,Man City,Algeria,31,"MR, AMR, AMLMR, AMR",Left,179 CM,67 KG,85078058,"€ 232,000 pw",2025-06-30,14,16,17,16,20,14,8,13,4,5,16,13,8,17,6,13,7,16,13,13,13,17,5,15,5,13,17,13,15,17,15,9,14,14,14,8
81,Mike Maignan,https://fminside.net/players/3-fm-23/85094520-mike-maignan,AC Milan,France,27,GKGK,Right,191 CM,89 KG,85094520,"€ 69,040 pw",2026-06-30,13,15,15,13,11,15,16,14,13,9,17,7,14,8,15,14,15,16,14,15,6,15,1,15,15,13,12,8,16,14,15,17,11,14,15,1
82,Marcelo Brozovic,https://fminside.net/players/3-fm-23/24016529-marcelo-brozovic,Internazionale,Croatia,29,"DM, MCDM, MC",Right,181 CM,68 KG,24016529,"€ 213,670 pw",2026-06-30,14,11,10,10,16,13,11,12,4,12,17,12,17,16,13,15,14,14,17,12,16,12,14,13,14,18,15,16,12,12,16,9,16,12,20,12
83,Aurelien Tchouameni,https://fminside.net/players/3-fm-23/48042326-aurelien-tchouameni,Real Madrid,France,22,"DM, MCMC",Right,187 CM,81 KG,48042326,"€ 178,252,070","€ 138,090 pw",8,10,12,6,14,6,14,13,8,15,15,10,16,14,16,17,16,15,15,15,16,13,11,13,15,15,15,16,14,14,15,14,16,14,17,16
84,José Gayà,https://fminside.net/players/3-fm-23/67178177-jose-gaya,Valencia,Spain,27,"DL, WBL, ML, AMLDL, WBL, ML",Left,172 CM,66 KG,67178177,"€ 100,007,120","€ 67,280 pw",14,14,14,8,15,14,5,11,8,12,14,13,14,16,12,15,13,14,14,16,16,14,15,16,14,15,15,15,17,16,13,7,14,16,15,11
85,Theo Hernández,https://fminside.net/players/3-fm-23/67211695-theo-hernandez,AC Milan,France,24,"DL, WBL, MLDL, WBL",Left,184 CM,81 KG,67211695,"€ 98,660 pw",2026-06-30,9,15,15,12,14,12,13,15,10,12,13,15,14,13,18,13,13,12,10,12,16,13,13,17,11,12,12,13,17,14,17,12,16,18,16,14
86,José Giménez,https://fminside.net/players/3-fm-23/78060464-jose-gimenez,Atlético Madrid,Uruguay,27,DCDC,Right,185 CM,77 KG,78060464,"€ 120,008,550","€ 96,160 pw",7,10,11,7,12,6,16,8,13,15,12,9,16,12,15,15,17,16,15,15,15,10,13,10,16,16,11,16,14,12,13,13,12,13,15,15
87,João Félix,https://fminside.net/players/3-fm-23/83169822-joao-felix,Chelsea FC,Portugal,22,"AMR, AML, AMC, STAML, AMC, ST",Right,178 CM,74 KG,83169822,"€ 350,024,920","€ 180,300 pw",11,12,17,15,16,12,12,13,4,4,17,14,7,18,14,15,11,15,13,16,16,19,7,18,6,12,16,11,13,15,13,9,14,12,12,9
88,Paul Pogba,https://fminside.net/players/3-fm-23/85028014-paul-pogba,Juventus,France,29,"MC, ML, AML, AMCMC",Right,191 CM,84 KG,85028014,"€ 197,320 pw",2026-06-30,10,14,16,14,18,15,14,14,4,6,19,15,11,18,12,16,10,14,10,12,13,18,13,14,7,15,17,8,12,13,16,16,10,14,16,16
89,Édouard Mendy,https://fminside.net/players/3-fm-23/85121966-edouard-mendy,Chelsea FC,Senegal,30,GKGK,Right,194 CM,94 KG,85121966,"€ 58,000 pw",2025-06-30,18,15,13,14,10,15,13,14,14,8,15,12,12,10,14,12,13,16,15,12,8,10,1,16,13,8,10,12,14,14,17,15,11,14,15,7
90,Pepe,https://fminside.net/players/3-fm-23/309147-pepe,FC Porto,Portugal,39,DCDC,Right,188 CM,79 KG,309147,"€ 57,540 pw",2023-06-30,6,8,10,8,11,8,15,8,8,18,12,8,14,11,17,16,18,11,15,15,17,8,17,12,16,15,9,13,12,13,13,16,13,14,15,13
91,Sergio Ramos,https://fminside.net/players/3-fm-23/7458272-sergio-ramos,Paris Saint-Germain,Spain,36,DCDC,Right,184 CM,82 KG,7458272,"€ 261,220 pw",2023-06-30,9,11,13,12,14,14,19,13,12,16,15,17,16,14,18,15,15,13,10,11,20,14,18,12,13,13,13,14,12,13,15,16,15,12,15,16
92,Keylor Navas,https://fminside.net/players/3-fm-23/8826969-keylor-navas,Nottingham Forest,Costa Rica,35,GKGK,Right,185 CM,80 KG,8826969,"€ 230,150 pw",2024-06-30,10,15,13,4,10,12,14,16,10,16,17,12,15,11,15,15,13,17,15,16,8,12,1,14,15,8,15,12,17,14,12,17,13,14,13,1
93,Angel Di María,https://fminside.net/players/3-fm-23/14000219-angel-di-maria,Juventus,Argentina,34,"MR, ML, AMR, AML, AMC, STMR, AMR",Left,180 CM,75 KG,14000219,"€ 147,900 pw",2023-06-30,16,17,17,14,16,14,5,17,4,4,16,14,7,19,12,16,12,14,12,13,16,17,10,15,4,11,18,12,14,16,12,10,15,14,11,10
94,Nicolás Otamendi,https://fminside.net/players/3-fm-23/14004589-nicolas-otamendi,Benfica,Argentina,34,DCDC,Right,183 CM,81 KG,14004589,"€ 30,002,140","€ 38,180 pw",5,8,11,10,13,6,15,6,11,18,13,10,16,12,17,18,20,14,15,13,18,6,19,13,14,18,12,18,10,13,16,13,16,10,15,15
95,Enzo Fernández,https://fminside.net/players/3-fm-23/14229525-enzo-fernandez,Chelsea FC,Argentina,21,"DM, MC, AMCDM, MC",Right,178 CM,70 KG,14229525,"€ 208,800 pw",2031-06-30,12,12,13,12,15,9,7,16,8,10,16,13,14,16,15,14,13,11,13,14,15,14,12,17,13,15,17,14,12,14,16,10,17,12,16,13
96,Romelu Lukaku,https://fminside.net/players/3-fm-23/18007344-romelu-lukaku,Internazionale,Belgium,29,STST,Left,191 CM,93 KG,18007344,"€ 406,000 pw",2026-06-30,4,9,13,17,13,11,15,14,4,5,13,20,9,14,16,14,15,16,13,14,18,13,16,16,5,17,11,12,14,8,19,16,13,17,13,20
97,Alphonso Davies,https://fminside.net/players/3-fm-23/20041862-alphonso-davies,FC Bayern,Canada,21,"DL, WBL, ML, AMLDL, WBL",Left,185 CM,77 KG,20041862,"€ 153,440 pw",2025-06-30,5,11,17,9,12,5,8,9,12,11,12,11,14,14,15,12,15,12,10,12,17,16,7,15,11,15,12,16,19,14,12,11,16,19,16,12
98,Marcus Rashford,https://fminside.net/players/3-fm-23/28100266-marcus-rashford,Manchester United,England,24,"AML, STAML",Right,185 CM,70 KG,28100266,"€ 261,000 pw",2024-06-30,5,13,15,14,14,13,10,12,3,2,14,16,3,15,14,11,13,12,13,12,17,18,11,16,5,13,13,13,18,16,15,10,17,17,15,15
99,Ben Chilwell,https://fminside.net/players/3-fm-23/29128536-ben-chilwell,Chelsea FC,England,25,"DL, WBLDL",Left,180 CM,77 KG,29128536,"€ 220,400 pw",2025-06-30,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,14,14,11,12,11,15,14,12,16,15,14,15,13,14,16,17,13
100,Matthijs de Ligt,https://fminside.net/players/3-fm-23/37055843-matthijs-de-ligt,FC Bayern,Netherlands,22,DCDC,Right,189 CM,89 KG,37055843,"€ 306,870 pw",2027-06-30,6,7,11,8,13,10,16,10,5,15,14,8,16,14,16,14,17,15,13,14,16,10,17,8,15,15,12,15,12,11,15,16,13,14,15,18
101,Ciro Immobile,https://fminside.net/players/3-fm-23/43010773-ciro-immobile,Lazio,Italy,32,STST,Right,185 CM,85 KG,43010773,"€ 142,510 pw",2026-06-30,4,3,12,17,13,3,16,13,4,4,12,18,7,12,14,19,15,14,13,14,20,12,15,19,3,15,11,17,15,14,16,11,20,15,14,13
102,Mikel Oyarzábal,https://fminside.net/players/3-fm-23/67220143-mikel-oyarzabal,Real Sociedad,Spain,25,"AMR, AML, AMC, STAML",Left,180 CM,77 KG,67220143,"€ 75,005,340","€ 43,120 pw",14,12,15,15,14,13,12,12,12,13,15,19,12,16,13,14,13,14,14,14,16,14,17,15,13,14,16,16,13,14,14,13,14,13,14,14
103,Christopher Nkunku,https://fminside.net/players/3-fm-23/85140301-christopher-nkunku,RB Leipzig,France,24,"MC, MR, ML, AMR, AML, AMCAMC",Right,175 CM,73 KG,85140301,"€ 65,004,630","€ 143,850 pw",14,13,14,14,14,14,6,13,7,7,16,11,7,15,14,15,12,16,15,16,11,15,6,15,7,16,15,15,15,15,13,9,14,15,16,11
104,Presnel Kimpembe,https://fminside.net/players/3-fm-23/85141999-presnel-kimpembe,Paris Saint-Germain,France,26,DCDC,Left,183 CM,77 KG,85141999,"€ 191,790 pw",2024-06-30,4,10,10,6,13,5,16,6,8,16,12,10,17,13,17,15,18,15,14,14,16,8,13,10,15,16,10,16,13,13,16,14,16,14,16,16
105,Marco Reus,https://fminside.net/players/3-fm-23/91013383-marco-reus,Borussia Dortmund,Germany,33,"AMR, AML, AMC, STAML, AMC",Right,180 CM,71 KG,91013383,"€ 191,790 pw",2023-06-30,15,13,13,16,16,16,6,15,7,6,15,15,9,16,15,15,12,16,15,15,18,13,13,18,10,14,14,15,13,12,14,8,12,13,13,9
106,Sergio Busquets,https://fminside.net/players/3-fm-23/1510566-sergio-busquets,FC Barcelona,Spain,33,"DM, MCDM, MC",Right,189 CM,76 KG,1510566,"€ 500,035,600","€ 230,780 pw",8,11,12,8,16,8,11,9,8,15,17,10,15,16,10,19,12,18,18,18,16,9,13,10,17,19,16,15,9,10,11,14,15,10,12,11
107,Fabinho,https://fminside.net/players/3-fm-23/19183676-fabinho,Liverpool,Brazil,28,"DR, DC, DM, MCDM",Right,188 CM,78 KG,19183676,"€ 208,800 pw",2026-06-30,7,11,13,9,16,8,14,12,9,15,15,15,16,15,16,14,15,15,14,14,15,11,10,12,16,17,12,15,14,14,14,15,16,14,16,15
108,Kieran Trippier,https://fminside.net/players/3-fm-23/28018613-kieran-trippier,Newcastle,England,31,"DR, DL, WBRDR, WBR",Right,178 CM,72 KG,28018613,"€ 116,000 pw",2025-06-30,15,16,12,9,14,16,12,12,11,14,13,5,15,14,12,14,13,15,13,15,15,8,18,15,14,16,14,17,13,13,14,9,16,14,16,13
109,James Maddison,https://fminside.net/players/3-fm-23/28093567-james-maddison,Leicester,England,25,"MC, ML, AMR, AML, AMCMC, AMR, AMC",Right,175 CM,73 KG,28093567,"€ 127,600 pw",2024-06-30,12,14,17,14,15,16,5,14,4,7,16,15,11,17,8,13,12,15,12,15,14,16,13,14,11,13,16,14,13,16,17,8,15,13,13,8
110,Trent Alexander-Arnold,https://fminside.net/players/3-fm-23/28104124-trent-alexander-arnold,Liverpool,England,23,"DR, WBR, MCDR, WBR",Right,180 CM,70 KG,28104124,"€ 185,600 pw",2025-06-30,15,17,12,9,17,14,11,11,14,11,16,12,13,17,12,13,11,15,11,14,13,13,12,13,11,15,16,13,14,14,14,11,15,14,14,14
111,Jamal Musiala,https://fminside.net/players/3-fm-23/28124579-jamal-musiala,FC Bayern,Germany,19,"MC, AMR, AML, AMCAML, AMC",Right,183 CM,70 KG,28124579,"€ 105,490 pw",2026-06-30,6,8,19,13,16,6,8,13,6,9,15,12,12,18,12,14,12,13,12,14,16,18,6,14,10,15,15,15,15,17,16,10,16,15,12,9
112,Jude Bellingham,https://fminside.net/players/3-fm-23/29232937-jude-bellingham,Borussia Dortmund,England,19,"DM, MCDM, MC",Right,186 CM,75 KG,29232937,"€ 57,000 pw",2025-06-30,10,11,16,13,16,8,12,12,6,12,15,6,13,16,18,14,18,15,12,13,20,16,14,14,10,15,14,17,15,15,15,12,16,15,16,12
113,Memphis Depay,https://fminside.net/players/3-fm-23/37024470-memphis-depay,Atlético Madrid,Netherlands,28,"AML, AMC, STAML, AMC, ST",Right,176 CM,78 KG,37024470,"€ 400,028,490","€ 184,920 pw",14,14,15,15,16,14,11,14,2,3,15,14,3,16,9,13,13,14,10,13,15,17,15,15,5,11,14,11,16,14,14,10,16,16,14,14
114,Jorginho,https://fminside.net/players/3-fm-23/43036641-jorginho,Arsenal,Italy,30,"DM, MCDM, MC",Right,180 CM,67 KG,43036641,"€ 127,600 pw",2024-06-30,11,12,12,8,17,9,7,9,2,10,16,18,14,16,10,16,14,19,15,18,15,13,15,15,14,17,18,17,11,14,14,9,14,12,15,9
115,Sandro Tonali,https://fminside.net/players/3-fm-23/43298481-sandro-tonali,AC Milan,Italy,22,"DM, MCDM, MC",Right,181 CM,80 KG,43298481,"€ 89,040 pw",2027-06-30,13,12,13,10,15,14,9,13,11,13,15,12,14,15,15,15,16,14,15,14,16,12,14,14,14,17,14,16,13,14,15,10,14,14,14,14
116,Diogo Jota,https://fminside.net/players/3-fm-23/55083779-diogo-jota,Liverpool,Portugal,25,"AMR, AML, STAMR, AML, ST",Right,178 CM,73 KG,55083779,"€ 162,400 pw",2027-06-30,7,12,16,15,14,9,15,12,5,8,13,11,8,15,14,14,12,14,13,14,17,16,5,15,9,14,13,14,16,15,13,11,14,15,13,11
117,Andrew Robertson,https://fminside.net/players/3-fm-23/61043456-andrew-robertson,Liverpool,Scotland,28,"DL, WBLDL, WBL",Left,178 CM,64 KG,61043456,"€ 185,600 pw",2026-06-30,14,16,12,5,15,9,10,5,13,14,14,7,15,14,17,14,15,15,14,15,16,11,15,14,13,16,12,17,16,14,13,9,17,16,18,12
118,Koke,https://fminside.net/players/3-fm-23/67047092-koke,Atlético Madrid,Spain,30,"DM, MC, MR, MLDM, MC",Right,178 CM,73 KG,67047092,"€ 150,010,690","€ 306,670 pw",15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,15,15,16,10,16,13,15,17,15,16,13,12,15,9,14,13,15,12
119,Sergio Canales,https://fminside.net/players/3-fm-23/67053076-sergio-canales,Real Betis,Spain,31,"MC, AMCMC, AMC",Left,180 CM,64 KG,67053076,"€ 1,000,000,000","€ 31,260 pw",14,13,16,14,17,14,8,14,10,7,17,13,8,17,7,16,11,15,14,15,12,16,14,16,10,15,17,14,15,15,15,8,12,13,13,12
120,Pau Torres,https://fminside.net/players/3-fm-23/67217522-pau-torres,Villarreal,Spain,25,DCDC,Left,191 CM,80 KG,67217522,"€ 60,004,270","€ 56,870 pw",7,8,11,6,14,5,16,7,7,16,14,8,16,14,13,15,14,12,15,14,13,5,5,6,16,14,11,15,15,11,6,17,14,15,16,16
121,Kalidou Koulibaly,https://fminside.net/players/3-fm-23/85051083-kalidou-koulibaly,Chelsea FC,Senegal,31,DCDC,Right,186 CM,90 KG,85051083,"€ 348,000 pw",2026-06-30,4,6,10,10,12,4,16,6,6,18,13,6,17,11,15,14,18,10,8,13,11,8,13,10,16,16,10,16,12,12,15,15,13,16,15,19
122,Mehdi Taremi,https://fminside.net/players/3-fm-23/23127918-mehdi-taremi,FC Porto,Iran,29,"AML, AMC, STST",Right,187 CM,82 KG,23127918,"€ 60,004,270","€ 35,120 pw",5,11,15,14,15,8,13,11,8,6,15,17,8,16,15,16,15,15,16,16,14,15,12,16,7,16,17,15,12,14,15,14,16,13,14,14
123,Federico Chiesa,https://fminside.net/players/3-fm-23/43161651-federico-chiesa,Juventus,Italy,24,"MR, ML, AMR, AMLMR, ML, AMR, AML",Right,175 CM,70 KG,43161651,"€ 178,090 pw",2025-06-30,10,14,15,13,14,6,9,13,4,6,13,10,5,14,17,12,13,15,10,10,18,15,13,15,7,12,13,16,16,15,13,8,13,17,14,13
124,André-Franck Zambo Anguissa,https://fminside.net/players/3-fm-23/48030711-andre-franck-zambo-anguissa,Napoli,Cameroon,26,"DM, MCMC",Right,184 CM,78 KG,48030711,"€ 41,930 pw",2025-06-30,4,10,17,12,16,5,12,11,4,12,16,9,16,16,14,16,14,15,15,14,16,16,14,16,14,15,13,15,14,14,18,12,15,14,15,16
125,Ferland Mendy,https://fminside.net/players/3-fm-23/85133751-ferland-mendy,Real Madrid,France,27,"DL, WBLDL, WBL",Left,180 CM,73 KG,85133751,"€ 250,017,800","€ 178,090 pw",5,13,13,7,14,5,9,11,13,13,12,7,12,13,14,15,17,13,12,11,15,13,6,13,13,15,11,17,17,15,16,11,15,16,16,16
126,Rodrigo Bentancur,https://fminside.net/players/3-fm-23/14094572-rodrigo-bentancur,Tottenham Hotspur,Uruguay,25,"DM, MCDM, MC",Right,187 CM,77 KG,14094572,"€ 116,000 pw",2026-06-30,12,12,14,10,15,12,12,11,7,14,16,8,16,14,16,15,13,13,13,14,12,11,10,10,16,15,14,16,12,14,15,13,14,13,15,14
127,Gabriel Martinelli,https://fminside.net/players/3-fm-23/19351309-gabriel-martinelli,Arsenal,Brazil,21,"AMR, AML, STAML",Right,180 CM,72 KG,19351309,"€ 208,800 pw",2027-06-30,14,12,15,14,14,10,13,8,3,5,12,11,5,15,14,13,14,13,12,12,17,15,6,16,6,16,13,17,17,16,14,11,13,16,15,10
128,Luke Shaw,https://fminside.net/players/3-fm-23/29076105-luke-shaw,Manchester United,England,26,"DL, WBLDL",Left,181 CM,75 KG,29076105,"€ 197,200 pw",2024-06-30,15,14,14,8,15,14,13,6,12,14,15,8,13,14,10,14,13,14,13,14,10,10,12,15,14,15,13,13,15,15,15,13,11,15,16,16
129,Cristiano Ronaldo,https://fminside.net/players/3-fm-23/735216-cristiano-ronaldo,Al-Nassr (KSA),Portugal,37,STST,Right,187 CM,84 KG,735216,"€ 2,013,820 pw",2025-06-30,10,11,12,18,15,11,18,15,5,3,13,19,2,16,6,17,13,15,12,13,20,17,18,17,2,5,12,7,12,11,13,17,20,13,12,15
130,Gerard Piqué,https://fminside.net/players/3-fm-23/5124470-gerard-pique,FC Barcelona,Spain,35,DCDC,Right,194 CM,85 KG,5124470,"€ 500,035,600","€ 120,010 pw",7,7,12,11,15,7,16,8,7,15,16,13,15,16,12,15,14,17,14,17,14,10,17,8,18,15,15,15,10,8,9,16,15,11,13,14
131,Dušan Tadic,https://fminside.net/players/3-fm-23/5788648-duan-tadic,Ajax,Serbia,33,"AMR, AML, AMC, STAMR, AML, AMC, ST",Left,181 CM,76 KG,5788648,"€ 85,010 pw",2027-06-30,15,15,13,12,15,16,8,12,9,6,18,17,4,15,18,17,17,14,15,16,18,15,19,14,6,15,15,17,13,11,15,9,18,13,14,13
132,Guido Rodríguez,https://fminside.net/players/3-fm-23/14043255-guido-rodriguez,Real Betis,Argentina,28,"DM, MCDM, MC",Right,185 CM,80 KG,14043255,"€ 80,005,700","€ 49,060 pw",10,11,12,6,15,8,11,10,3,14,14,5,18,12,12,16,12,14,14,15,16,12,11,13,18,17,13,16,12,13,15,10,13,11,13,12
133,Dayot Upamecano,https://fminside.net/players/3-fm-23/16182894-dayot-upamecano,FC Bayern,France,23,DCDC,Right,186 CM,90 KG,16182894,"€ 210,970 pw",2026-06-30,3,7,12,7,12,3,14,6,5,15,16,6,17,12,16,13,17,14,13,14,16,13,8,10,14,12,15,15,15,12,16,15,15,17,14,17
134,Raphinha,https://fminside.net/players/3-fm-23/19242277-raphinha,FC Barcelona,Brazil,25,"MR, AMR, AMLMR, AMR, AML",Left,176 CM,68 KG,19242277,"€ 999,071,190","€ 230,780 pw",15,14,17,13,16,14,8,14,11,8,14,14,11,17,14,14,13,15,12,14,15,17,6,15,8,12,14,14,16,16,14,7,11,15,14,7
135,Rodrygo,https://fminside.net/players/3-fm-23/19306929-rodrygo,Real Madrid,Brazil,21,"AMR, AML, STAMR, AML",Right,174 CM,64 KG,19306929,"€ 116,820,820","€ 154,120 pw",7,12,15,17,15,8,12,12,8,5,14,12,6,15,11,13,13,14,14,14,14,15,11,16,9,12,12,14,15,17,15,9,12,15,14,13
136,Christian Eriksen,https://fminside.net/players/3-fm-23/27010680-christian-eriksen,Manchester United,Denmark,30,"DM, MC, AMCMC, AMC",Right,182 CM,76 KG,27010680,"€ 197,200 pw",2025-06-30,16,16,12,14,18,17,3,14,3,4,17,16,6,17,7,15,6,15,15,17,16,14,8,14,10,17,17,13,11,12,12,8,17,11,13,7
137,Andreas Christensen,https://fminside.net/players/3-fm-23/27066387-andreas-christensen,FC Barcelona,Denmark,26,"DC, DM, MCDC",Right,188 CM,78 KG,27066387,"€ 500,035,600","€ 230,780 pw",5,10,11,9,14,5,15,8,12,15,14,9,14,13,7,17,8,16,16,17,11,7,9,10,16,15,10,13,12,14,12,14,14,15,13,10
138,James Ward-Prowse,https://fminside.net/players/3-fm-23/29076100-james-ward-prowse,Southampton,England,27,"DM, MC, AMCDM, MC",Right,173 CM,66 KG,29076100,"€ 116,000 pw",2026-06-30,20,18,10,12,13,20,7,11,6,9,15,15,13,15,15,13,13,14,13,14,17,11,18,13,13,17,16,19,11,12,13,7,20,11,20,12
139,Piotr Zieliński,https://fminside.net/players/3-fm-23/43093171-piotr-zieliski,Napoli,Poland,28,"MC, AMCMC, AMC",Right,180 CM,69 KG,43093171,"€ 100,007,120","€ 124,620 pw",14,15,13,14,17,12,7,15,4,7,17,14,7,17,10,15,11,12,9,14,11,15,10,14,10,15,16,12,13,13,12,9,16,14,14,10
140,Lorenzo Pellegrini,https://fminside.net/players/3-fm-23/43094100-lorenzo-pellegrini,AS Roma,Italy,26,"DM, MC, AMCMC, AMC",Right,186 CM,77 KG,43094100,"€ 142,290 pw",2026-06-30,18,17,14,11,16,16,9,13,4,11,14,12,13,16,13,15,14,12,11,12,15,16,13,16,13,18,16,16,13,15,11,10,15,12,15,10
141,Gonçalo Guedes,https://fminside.net/players/3-fm-23/55041710-goncalo-guedes,Benfica,Portugal,25,"MR, ML, AMR, AML, AMC, STML, AMR, AML, AMC, ST",Right,179 CM,68 KG,55041710,"€ 104,400 pw",2027-06-30,10,13,14,13,12,12,8,15,12,7,13,13,7,14,12,13,13,11,12,11,13,15,7,14,12,11,12,13,16,15,13,10,15,16,14,12
142,Rafa,https://fminside.net/players/3-fm-23/55063493-rafa,Benfica,Portugal,29,"AMR, AML, AMCAMR, AML, AMC",Right,172 CM,62 KG,55063493,"€ 80,005,700","€ 32,140 pw",11,11,16,11,15,11,5,12,5,6,14,12,9,15,13,13,11,10,11,12,13,19,10,17,7,9,15,11,18,18,15,5,16,17,13,6
143,João Palhinha,https://fminside.net/players/3-fm-23/55070285-joao-palhinha,Fulham,Portugal,26,"DM, MCDM",Right,190 CM,84 KG,55070285,"€ 69,600 pw",2027-06-30,5,11,12,9,13,4,15,13,10,14,14,10,18,14,14,16,17,14,16,15,15,6,14,13,17,15,13,15,11,10,14,15,15,12,15,16
144,Dani Parejo,https://fminside.net/players/3-fm-23/67030707-dani-parejo,Villarreal,Spain,33,"DM, MC, AMCDM, MC",Right,182 CM,74 KG,67030707,"€ 72,879,310","€ 53,120 pw",12,14,13,13,16,17,8,16,8,9,18,18,13,15,11,16,12,16,12,15,15,13,15,13,14,15,17,16,10,11,12,10,15,11,13,12
145,Iñaki Williams,https://fminside.net/players/3-fm-23/67184349-inaki-williams,Athletic Bilbao,Ghana,28,"MR, ML, AMR, AML, AMC, STAMR, AML, ST",Right,186 CM,80 KG,67184349,"€ 135,009,610","€ 220,560 pw",7,12,14,12,14,9,13,10,7,7,10,9,7,14,10,12,15,10,12,12,12,11,7,14,11,12,12,15,16,13,11,12,18,18,14,13
146,Lucas Hernández,https://fminside.net/players/3-fm-23/67197145-lucas-hernandez,FC Bayern,France,26,"DL, DCDL, DC",Left,184 CM,79 KG,67197145,"€ 249,330 pw",2024-06-30,4,12,12,7,12,9,14,7,12,16,14,7,17,13,17,15,19,14,15,14,19,10,12,12,16,15,12,18,14,13,15,13,12,15,15,13
147,Fabián,https://fminside.net/players/3-fm-23/67216396-fabian,Paris Saint-Germain,Spain,26,"DM, MC, AMCDM, MC",Left,189 CM,73 KG,67216396,"€ 53,370 pw",2027-06-30,8,12,14,13,16,9,11,15,9,11,17,10,15,16,11,14,12,14,12,16,13,15,11,14,14,16,15,13,12,12,16,14,15,11,15,12
148,Yann Sommer,https://fminside.net/players/3-fm-23/69000199-yann-sommer,FC Bayern,Switzerland,33,GKGK,Right,183 CM,79 KG,69000199,"€ 95,900 pw",2025-06-30,12,12,17,10,12,14,13,16,13,8,18,18,11,13,13,15,16,15,14,16,10,16,8,17,12,12,12,11,16,12,13,18,11,12,11,3
149,Sebastián Coates,https://fminside.net/players/3-fm-23/78016342-sebastian-coates,Sporting CP,Uruguay,31,DCDC,Right,196 CM,92 KG,78016342,"€ 45,003,210","€ 36,210 pw",4,6,10,11,11,6,17,5,5,18,13,10,15,11,16,14,18,12,15,14,18,5,19,13,18,14,10,14,10,9,16,16,16,11,14,18
150,Diogo Costa,https://fminside.net/players/3-fm-23/83169226-diogo-costa,FC Porto,Portugal,22,GKGK,Right,186 CM,80 KG,83169226,"€ 75,005,340","€ 35,350 pw",13,14,16,7,11,14,18,15,14,8,16,13,12,14,13,14,16,14,14,14,11,10,3,14,14,14,13,11,15,12,13,14,11,11,13,1
151,Joël Matip,https://fminside.net/players/3-fm-23/91018389-joel-matip,Liverpool,Cameroon,30,DCDC,Right,195 CM,90 KG,91018389,"€ 162,400 pw",2024-06-30,4,7,15,5,15,5,16,3,8,15,15,5,15,14,13,15,14,15,16,15,14,11,8,11,16,15,12,15,14,14,12,16,13,14,15,14
152,Hakan Çalhanoğlu,https://fminside.net/players/3-fm-23/92026209-hakan-calhanolu,Internazionale,Turkey,28,"MC, ML, AML, AMCMC",Right,178 CM,69 KG,92026209,"€ 178,090 pw",2024-06-30,18,17,11,13,17,16,7,17,4,9,18,16,12,16,11,14,10,14,12,15,12,16,9,14,12,15,18,10,13,14,13,8,16,12,13,9
153,Eduardo Camavinga,https://fminside.net/players/3-fm-23/49056243-eduardo-camavinga,Real Madrid,France,19,"DM, MCDM, MC",Left,182 CM,68 KG,49056243,"€ 700,049,850","€ 148,690 pw",6,11,12,10,14,6,12,9,11,14,15,7,15,15,15,16,14,14,13,14,15,12,12,14,15,15,13,17,15,14,14,11,16,15,17,16
154,Franck Kessié,https://fminside.net/players/3-fm-23/13136664-franck-kessie,FC Barcelona,Ivory Coast,25,"DM, MCDM, MC",Right,183 CM,89 KG,13136664,"€ 500,035,600","€ 230,780 pw",5,7,12,12,13,6,9,11,8,15,13,18,15,12,16,14,16,14,14,14,17,8,14,13,15,18,12,17,13,13,17,10,17,15,18,19
155,Ángel Correa,https://fminside.net/players/3-fm-23/14043349-angel-correa,Atlético Madrid,Argentina,27,"MR, AMR, AML, AMC, STAMR",Right,172 CM,67 KG,14043349,"€ 110,007,840","€ 96,160 pw",13,15,16,13,16,9,8,11,8,5,15,11,6,16,10,15,11,13,12,14,13,17,10,17,8,11,15,13,14,16,14,6,16,14,12,10
